Series Name,Country Name,Time,Value,
CO2 emissions (kg per 2010 US$ of GDP),India,1967,0.907407635712018,
CO2 emissions (kg per 2010 US$ of GDP),India,1968,0.954602204240633,
CO2 emissions (kg per 2010 US$ of GDP),India,1969,0.91221196804164,
CO2 emissions (kg per 2010 US$ of GDP),India,1970,0.88757212202626,
CO2 emissions (kg per 2010 US$ of GDP),India,1971,0.921222193517017,
CO2 emissions (kg per 2010 US$ of GDP),India,1972,0.980254420383793,
CO2 emissions (kg per 2010 US$ of GDP),India,1973,0.977270435019025,
CO2 emissions (kg per 2010 US$ of GDP),India,1974,0.998753512232362,
CO2 emissions (kg per 2010 US$ of GDP),India,1975,0.994737134696055,
CO2 emissions (kg per 2010 US$ of GDP),India,1976,1.02340680678516,
CO2 emissions (kg per 2010 US$ of GDP),India,1977,1.00940325788345,
CO2 emissions (kg per 2010 US$ of GDP),India,1978,0.968696899530047,
CO2 emissions (kg per 2010 US$ of GDP),India,1979,1.07205778558165,
CO2 emissions (kg per 2010 US$ of GDP),India,1980,1.06233762908452,
CO2 emissions (kg per 2010 US$ of GDP),India,1981,1.08136297553411,
CO2 emissions (kg per 2010 US$ of GDP),India,1982,1.07834727397532,
CO2 emissions (kg per 2010 US$ of GDP),India,1983,1.08854350707527,
CO2 emissions (kg per 2010 US$ of GDP),India,1984,1.0746490802457,
CO2 emissions (kg per 2010 US$ of GDP),India,1985,1.12242658173034,
CO2 emissions (kg per 2010 US$ of GDP),India,1986,1.14883379214238,
CO2 emissions (kg per 2010 US$ of GDP),India,1987,1.17966019291633,
CO2 emissions (kg per 2010 US$ of GDP),India,1988,1.16215397337062,
CO2 emissions (kg per 2010 US$ of GDP),India,1989,1.20388020257371,
CO2 emissions (kg per 2010 US$ of GDP),India,1990,1.21985284605878,
CO2 emissions (kg per 2010 US$ of GDP),India,1991,1.28319843071837,
CO2 emissions (kg per 2010 US$ of GDP),India,1992,1.29209498130153,
CO2 emissions (kg per 2010 US$ of GDP),India,1993,1.27691579596291,
CO2 emissions (kg per 2010 US$ of GDP),India,1994,1.26507661299974,
CO2 emissions (kg per 2010 US$ of GDP),India,1995,1.24801749830888,
CO2 emissions (kg per 2010 US$ of GDP),India,1996,1.26159111613988,
CO2 emissions (kg per 2010 US$ of GDP),India,1997,1.26108037019256,
CO2 emissions (kg per 2010 US$ of GDP),India,1998,1.21162170814593,
CO2 emissions (kg per 2010 US$ of GDP),India,1999,1.18395264006106,
CO2 emissions (kg per 2010 US$ of GDP),India,2000,1.18147901725842,
CO2 emissions (kg per 2010 US$ of GDP),India,2001,1.13726570582227,
CO2 emissions (kg per 2010 US$ of GDP),India,2002,1.1093808412421,
CO2 emissions (kg per 2010 US$ of GDP),India,2003,1.07276662255959,
CO2 emissions (kg per 2010 US$ of GDP),India,2004,1.04347975122793,
CO2 emissions (kg per 2010 US$ of GDP),India,2005,1.02403136750961,
CO2 emissions (kg per 2010 US$ of GDP),India,2006,1.01054941665923,
CO2 emissions (kg per 2010 US$ of GDP),India,2007,1.01343967005438,
CO2 emissions (kg per 2010 US$ of GDP),India,2008,1.09538033697647,
CO2 emissions (kg per 2010 US$ of GDP),India,2009,1.1257885762167,
CO2 emissions (kg per 2010 US$ of GDP),India,2010,1.02630415911277,
CO2 emissions (kg per 2010 US$ of GDP),India,2011,1.04146544733918,
CO2 emissions (kg per 2010 US$ of GDP),India,2012,1.08287985047342,
CO2 emissions (kg per 2010 US$ of GDP),India,2013,1.02656263303154,
CO2 emissions (kg per 2010 US$ of GDP),India,2014,1.05068410036595,
CO2 emissions (kg per 2010 US$ of GDP),India,2015,1.01865045360646,
CO2 emissions (kg per 2010 US$ of GDP),India,2016,0.969106050469908,
CO2 emissions (kg per 2010 US$ of GDP),India,2017,NA,
CO2 emissions (kg per 2010 US$ of GDP),India,2018,NA,
CO2 emissions (kg per 2010 US$ of GDP),India,2019,NA,
CO2 emissions (kg per 2010 US$ of GDP),India,2020,NA,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1960,0.800253716479281,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1961,0.785576122244748,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1962,0.782841067101638,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1963,0.759617211583566,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1964,0.725189527701708,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1965,0.726628015429024,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1966,0.710714558485851,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1967,0.662331852681478,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1968,0.643474313799012,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1969,0.654093677417549,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1970,0.654585288963158,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1971,0.639973897502365,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1972,0.601973667545079,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1973,0.575169610950256,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1974,0.551909203323097,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1975,0.547498895484657,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1976,0.527846694276293,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1977,0.520203314844111,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1978,0.499493507476228,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1979,0.51311865591658,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1980,0.470478117036401,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1981,0.45909340529531,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1982,0.440242846113163,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1983,0.420268804901122,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1984,0.39859018930953,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1985,0.404784055237347,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1986,0.398675038491324,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1987,0.380331535851347,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1988,0.358827970259078,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1989,0.356714493191018,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1990,0.338412325239182,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1991,0.348899801591362,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1992,0.341038164502599,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1993,0.326431479023495,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1994,0.31493329823276,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1995,0.302313761732846,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1996,0.302265068068234,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1997,0.278329989137267,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1998,0.270865028044593,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,1999,0.261410314308398,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2000,0.257886130446136,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2001,0.252322115200379,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2002,0.238811335025509,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2003,0.23618310982231,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2004,0.230378825798987,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2005,0.224662387911382,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2006,0.218115985483925,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2007,0.207815032402644,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2008,0.205729837956961,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2009,0.194154173854904,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2010,0.199041409265443,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2011,0.178024161860065,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2012,0.183593156091378,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2013,0.175017880061405,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2014,0.15702877248661,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2015,0.148040524766026,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2016,0.13592532641337,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2017,NA,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2018,NA,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2019,NA,
CO2 emissions (kg per 2010 US$ of GDP),United Kingdom,2020,NA,
CO2 emissions (kg per 2010 US$ of GDP),World,1960,0.000829244563585,
CO2 emissions (kg per 2010 US$ of GDP),World,1961,0.000798467654646,
CO2 emissions (kg per 2010 US$ of GDP),World,1962,0.000787532295392,
CO2 emissions (kg per 2010 US$ of GDP),World,1963,0.000788445367051,
CO2 emissions (kg per 2010 US$ of GDP),World,1964,0.000781092130616,
CO2 emissions (kg per 2010 US$ of GDP),World,1965,0.000773599987754,
CO2 emissions (kg per 2010 US$ of GDP),World,1966,0.000768329640931,
CO2 emissions (kg per 2010 US$ of GDP),World,1967,0.000758825189212,
CO2 emissions (kg per 2010 US$ of GDP),World,1968,0.000750154443575,
CO2 emissions (kg per 2010 US$ of GDP),World,1969,0.000749359096117,
CO2 emissions (kg per 2010 US$ of GDP),World,1970,0.000773618767495,
CO2 emissions (kg per 2010 US$ of GDP),World,1971,0.000769784127082,
CO2 emissions (kg per 2010 US$ of GDP),World,1972,0.000757177452861,
CO2 emissions (kg per 2010 US$ of GDP),World,1973,0.000749595417286,
CO2 emissions (kg per 2010 US$ of GDP),World,1974,0.000736360218102,
CO2 emissions (kg per 2010 US$ of GDP),World,1975,0.000727671013226,
CO2 emissions (kg per 2010 US$ of GDP),World,1976,0.000731554453593,
CO2 emissions (kg per 2010 US$ of GDP),World,1977,0.000725876413261,
CO2 emissions (kg per 2010 US$ of GDP),World,1978,0.000706761310612,
CO2 emissions (kg per 2010 US$ of GDP),World,1979,0.000716604732665,
CO2 emissions (kg per 2010 US$ of GDP),World,1980,0.000695870557831,
CO2 emissions (kg per 2010 US$ of GDP),World,1981,0.00066171857477,
CO2 emissions (kg per 2010 US$ of GDP),World,1982,0.000653283162115,
CO2 emissions (kg per 2010 US$ of GDP),World,1983,0.000635523602107,
CO2 emissions (kg per 2010 US$ of GDP),World,1984,0.000630056808602,
CO2 emissions (kg per 2010 US$ of GDP),World,1985,0.000625885176764,
CO2 emissions (kg per 2010 US$ of GDP),World,1986,0.000623887062102,
CO2 emissions (kg per 2010 US$ of GDP),World,1987,0.000616881886761,
CO2 emissions (kg per 2010 US$ of GDP),World,1988,0.000611377589514,
CO2 emissions (kg per 2010 US$ of GDP),World,1989,0.000602622584363,
CO2 emissions (kg per 2010 US$ of GDP),World,1990,0.000586357305723,
CO2 emissions (kg per 2010 US$ of GDP),World,1991,0.000584626644745,
CO2 emissions (kg per 2010 US$ of GDP),World,1992,0.000567010517747,
CO2 emissions (kg per 2010 US$ of GDP),World,1993,0.000563618763978,
CO2 emissions (kg per 2010 US$ of GDP),World,1994,0.000551310525376,
CO2 emissions (kg per 2010 US$ of GDP),World,1995,0.00054704188707,
CO2 emissions (kg per 2010 US$ of GDP),World,1996,0.000542483341625,
CO2 emissions (kg per 2010 US$ of GDP),World,1997,0.00053007186779,
CO2 emissions (kg per 2010 US$ of GDP),World,1998,0.000516537729092,
CO2 emissions (kg per 2010 US$ of GDP),World,1999,0.000507486355384,
CO2 emissions (kg per 2010 US$ of GDP),World,2000,0.000499221417082,
CO2 emissions (kg per 2010 US$ of GDP),World,2001,0.000492573146674,
CO2 emissions (kg per 2010 US$ of GDP),World,2002,0.00049375015673,
CO2 emissions (kg per 2010 US$ of GDP),World,2003,0.000506012236867,
CO2 emissions (kg per 2010 US$ of GDP),World,2004,0.000506867142838,
CO2 emissions (kg per 2010 US$ of GDP),World,2005,0.000507571500483,
CO2 emissions (kg per 2010 US$ of GDP),World,2006,0.000502839007478,
CO2 emissions (kg per 2010 US$ of GDP),World,2007,0.000490231605999,
CO2 emissions (kg per 2010 US$ of GDP),World,2008,0.00049815046373,
CO2 emissions (kg per 2010 US$ of GDP),World,2009,0.000493268347671,
CO2 emissions (kg per 2010 US$ of GDP),World,2010,0.000505747827902,
CO2 emissions (kg per 2010 US$ of GDP),World,2011,0.000506437936261,
CO2 emissions (kg per 2010 US$ of GDP),World,2012,0.000504957981141,
CO2 emissions (kg per 2010 US$ of GDP),World,2013,0.000497975672988,
CO2 emissions (kg per 2010 US$ of GDP),World,2014,0.000485415660903,
CO2 emissions (kg per 2010 US$ of GDP),World,2015,0.000473641024936,
CO2 emissions (kg per 2010 US$ of GDP),World,2016,0.000461894679227,
CO2 emissions (kg per 2010 US$ of GDP),World,2017,NA,
CO2 emissions (kg per 2010 US$ of GDP),World,2018,NA,
CO2 emissions (kg per 2010 US$ of GDP),World,2019,NA,
CO2 emissions (kg per 2010 US$ of GDP),World,2020,NA,
CO2 emissions (kt),China,1960,780726.302,
CO2 emissions (kt),China,1961,552066.85,
CO2 emissions (kt),China,1962,440359.029,
CO2 emissions (kt),China,1963,436695.696,
CO2 emissions (kt),China,1964,436923.05,
CO2 emissions (kt),China,1965,475972.933,
CO2 emissions (kt),China,1966,522789.522,
CO2 emissions (kt),China,1967,433234.048,
CO2 emissions (kt),China,1968,468928.626,
CO2 emissions (kt),China,1969,577237.138,
CO2 emissions (kt),China,1970,771617.474,
CO2 emissions (kt),China,1971,876633.02,
CO2 emissions (kt),China,1972,931575.681,
CO2 emissions (kt),China,1973,968542.708,
CO2 emissions (kt),China,1974,988014.478,
CO2 emissions (kt),China,1975,1145607.47,
CO2 emissions (kt),China,1976,1196193.735,
CO2 emissions (kt),China,1977,1310310.775,
CO2 emissions (kt),China,1978,1462168.579,
CO2 emissions (kt),China,1979,1494859.884,
CO2 emissions (kt),China,1980,1467192.369,
CO2 emissions (kt),China,1981,1451501.276,
CO2 emissions (kt),China,1982,1580260.647,
CO2 emissions (kt),China,1983,1667029.201,
CO2 emissions (kt),China,1984,1814908.31,
CO2 emissions (kt),China,1985,1966553.428,
CO2 emissions (kt),China,1986,2068969.071,
CO2 emissions (kt),China,1987,2209708.531,
CO2 emissions (kt),China,1988,2369501.723,
CO2 emissions (kt),China,1989,2408540.605,
CO2 emissions (kt),China,1990,2442918.73,
CO2 emissions (kt),China,1991,2564699.8,
CO2 emissions (kt),China,1992,2686532.208,
CO2 emissions (kt),China,1993,2878694.009,
CO2 emissions (kt),China,1994,3058241.33,
CO2 emissions (kt),China,1995,3320285.15,
CO2 emissions (kt),China,1996,3463089.131,
CO2 emissions (kt),China,1997,3469510.048,
CO2 emissions (kt),China,1998,3324344.519,
CO2 emissions (kt),China,1999,3318055.614,
CO2 emissions (kt),China,2000,3405179.867,
CO2 emissions (kt),China,2001,3487566.356,
CO2 emissions (kt),China,2002,3850269.326,
CO2 emissions (kt),China,2003,4540417.061,
CO2 emissions (kt),China,2004,5233538.733,
CO2 emissions (kt),China,2005,5896957.705,
CO2 emissions (kt),China,2006,6529291.518,
CO2 emissions (kt),China,2007,6697654.489,
CO2 emissions (kt),China,2008,7553070.247,
CO2 emissions (kt),China,2009,7557789.676,
CO2 emissions (kt),China,2010,8776040.416,
CO2 emissions (kt),China,2011,9733538.12,
CO2 emissions (kt),China,2012,10028573.939,
CO2 emissions (kt),China,2013,10258007.128,
CO2 emissions (kt),China,2014,10291926.878,
CO2 emissions (kt),China,2015,10145004.856,
CO2 emissions (kt),China,2016,9893037.952,
CO2 emissions (kt),China,2017,NA,
CO2 emissions (kt),China,2018,NA,
CO2 emissions (kt),China,2019,NA,
CO2 emissions (kt),China,2020,NA,
CO2 emissions (kt),India,1960,120581.961,
CO2 emissions (kt),India,1961,130402.187,
CO2 emissions (kt),India,1962,143467.708,
CO2 emissions (kt),India,1963,154083.673,
CO2 emissions (kt),India,1964,150647.694,
CO2 emissions (kt),India,1965,165972.087,
CO2 emissions (kt),India,1966,171765.947,
CO2 emissions (kt),India,1967,172238.99,
CO2 emissions (kt),India,1968,187336.029,
CO2 emissions (kt),India,1969,190724.337,
CO2 emissions (kt),India,1970,195143.072,
CO2 emissions (kt),India,1971,205869.047,
CO2 emissions (kt),India,1972,217849.136,
CO2 emissions (kt),India,1973,224343.393,
CO2 emissions (kt),India,1974,231992.755,
CO2 emissions (kt),India,1975,252201.592,
CO2 emissions (kt),India,1976,263785.645,
CO2 emissions (kt),India,1977,279051.366,
CO2 emissions (kt),India,1978,283096.067,
CO2 emissions (kt),India,1979,296891.321,
CO2 emissions (kt),India,1980,314016.211,
CO2 emissions (kt),India,1981,338838.134,
CO2 emissions (kt),India,1982,349637.449,
CO2 emissions (kt),India,1983,378669.088,
CO2 emissions (kt),India,1984,388118.947,
CO2 emissions (kt),India,1985,426673.785,
CO2 emissions (kt),India,1986,457571.927,
CO2 emissions (kt),India,1987,488481.07,
CO2 emissions (kt),India,1988,527563.956,
CO2 emissions (kt),India,1989,579008.299,
CO2 emissions (kt),India,1990,619154.615,
CO2 emissions (kt),India,1991,658189.83,
CO2 emissions (kt),India,1992,699087.881,
CO2 emissions (kt),India,1993,723697.118,
CO2 emissions (kt),India,1994,764730.848,
CO2 emissions (kt),India,1995,811562.105,
CO2 emissions (kt),India,1996,882324.204,
CO2 emissions (kt),India,1997,917685.085,
CO2 emissions (kt),India,1998,936221.77,
CO2 emissions (kt),India,1999,995766.516,
CO2 emissions (kt),India,2000,1031853.463,
CO2 emissions (kt),India,2001,1041152.975,
CO2 emissions (kt),India,2002,1054258.833,
CO2 emissions (kt),India,2003,1099597.621,
CO2 emissions (kt),India,2004,1154320.262,
CO2 emissions (kt),India,2005,1222563.132,
CO2 emissions (kt),India,2006,1303717.509,
CO2 emissions (kt),India,2007,1407607.286,
CO2 emissions (kt),India,2008,1568379.567,
CO2 emissions (kt),India,2009,1738645.711,
CO2 emissions (kt),India,2010,1719690.988,
CO2 emissions (kt),India,2011,1836561.945,
CO2 emissions (kt),India,2012,2013788.055,
CO2 emissions (kt),India,2013,2030971.617,
CO2 emissions (kt),India,2014,2232729.957,
CO2 emissions (kt),India,2015,2337749.17,
CO2 emissions (kt),India,2016,2407671.526,
CO2 emissions (kt),India,2017,NA,
CO2 emissions (kt),India,2018,NA,
CO2 emissions (kt),India,2019,NA,
CO2 emissions (kt),India,2020,NA,
CO2 emissions (kt),United Kingdom,1960,584299.78,
CO2 emissions (kt),United Kingdom,1961,588938.535,
CO2 emissions (kt),United Kingdom,1962,593360.937,
CO2 emissions (kt),United Kingdom,1963,603822.888,
CO2 emissions (kt),United Kingdom,1964,608355.3,
CO2 emissions (kt),United Kingdom,1965,622619.93,
CO2 emissions (kt),United Kingdom,1966,618564.228,
CO2 emissions (kt),United Kingdom,1967,592517.527,
CO2 emissions (kt),United Kingdom,1968,606969.174,
CO2 emissions (kt),United Kingdom,1969,628857.497,
CO2 emissions (kt),United Kingdom,1970,653063.364,
CO2 emissions (kt),United Kingdom,1971,660863.073,
CO2 emissions (kt),United Kingdom,1972,648486.948,
CO2 emissions (kt),United Kingdom,1973,660034.331,
CO2 emissions (kt),United Kingdom,1974,617607.141,
CO2 emissions (kt),United Kingdom,1975,603643.205,
CO2 emissions (kt),United Kingdom,1976,598912.775,
CO2 emissions (kt),United Kingdom,1977,604746.972,
CO2 emissions (kt),United Kingdom,1978,605084.336,
CO2 emissions (kt),United Kingdom,1979,644893.288,
CO2 emissions (kt),United Kingdom,1980,579290.658,
CO2 emissions (kt),United Kingdom,1981,560819.979,
CO2 emissions (kt),United Kingdom,1982,548520.861,
CO2 emissions (kt),United Kingdom,1983,545741.275,
CO2 emissions (kt),United Kingdom,1984,529335.117,
CO2 emissions (kt),United Kingdom,1985,559855.558,
CO2 emissions (kt),United Kingdom,1986,568777.369,
CO2 emissions (kt),United Kingdom,1987,571868.65,
CO2 emissions (kt),United Kingdom,1988,570464.189,
CO2 emissions (kt),United Kingdom,1989,581721.879,
CO2 emissions (kt),United Kingdom,1990,555924.534,
CO2 emissions (kt),United Kingdom,1991,566830.192,
CO2 emissions (kt),United Kingdom,1992,556280.233,
CO2 emissions (kt),United Kingdom,1993,545711.939,
CO2 emissions (kt),United Kingdom,1994,546738.699,
CO2 emissions (kt),United Kingdom,1995,538117.582,
CO2 emissions (kt),United Kingdom,1996,551436.126,
CO2 emissions (kt),United Kingdom,1997,527343.936,
CO2 emissions (kt),United Kingdom,1998,531905.684,
CO2 emissions (kt),United Kingdom,1999,530937.596,
CO2 emissions (kt),United Kingdom,2000,541784.582,
CO2 emissions (kt),United Kingdom,2001,545862.286,
CO2 emissions (kt),United Kingdom,2002,528642.054,
CO2 emissions (kt),United Kingdom,2003,540006.087,
CO2 emissions (kt),United Kingdom,2004,539239.684,
CO2 emissions (kt),United Kingdom,2005,542580.321,
CO2 emissions (kt),United Kingdom,2006,541458.219,
CO2 emissions (kt),United Kingdom,2007,528425.701,
CO2 emissions (kt),United Kingdom,2008,521652.752,
CO2 emissions (kt),United Kingdom,2009,471389.183,
CO2 emissions (kt),United Kingdom,2010,492676.118,
CO2 emissions (kt),United Kingdom,2011,447440.006,
CO2 emissions (kt),United Kingdom,2012,468261.232,
CO2 emissions (kt),United Kingdom,2013,455940.112,
CO2 emissions (kt),United Kingdom,2014,419743.155,
CO2 emissions (kt),United Kingdom,2015,405038.485,
CO2 emissions (kt),United Kingdom,2016,379024.787,
CO2 emissions (kt),United Kingdom,2017,NA,
CO2 emissions (kt),United Kingdom,2018,NA,
CO2 emissions (kt),United Kingdom,2019,NA,
CO2 emissions (kt),United Kingdom,2020,NA,
CO2 emissions (kt),World,1960,9420.523,
CO2 emissions (kt),World,1961,9460.86,
CO2 emissions (kt),World,1962,9849.562,
CO2 emissions (kt),World,1963,10388.611,
CO2 emissions (kt),World,1964,10982.665,
CO2 emissions (kt),World,1965,11477.71,
CO2 emissions (kt),World,1966,12057.096,
CO2 emissions (kt),World,1967,12442.131,
CO2 emissions (kt),World,1968,13076.522,
CO2 emissions (kt),World,1969,13861.26,
CO2 emissions (kt),World,1970,14862.351,
CO2 emissions (kt),World,1971,15430.736,
CO2 emissions (kt),World,1972,16046.792,
CO2 emissions (kt),World,1973,16919.538,
CO2 emissions (kt),World,1974,16952.541,
CO2 emissions (kt),World,1975,16853.532,
CO2 emissions (kt),World,1976,17836.288,
CO2 emissions (kt),World,1977,18393.672,
CO2 emissions (kt),World,1978,18606.358,
CO2 emissions (kt),World,1979,19644.119,
CO2 emissions (kt),World,1980,19438.767,
CO2 emissions (kt),World,1981,18841.046,
CO2 emissions (kt),World,1982,18679.698,
CO2 emissions (kt),World,1983,18610.025,
CO2 emissions (kt),World,1984,19281.086,
CO2 emissions (kt),World,1985,19864.139,
CO2 emissions (kt),World,1986,20472.861,
CO2 emissions (kt),World,1987,20993.575,
CO2 emissions (kt),World,1988,21767.312,
CO2 emissions (kt),World,1989,22244.022,
CO2 emissions (kt),World,1990,22273.358,
CO2 emissions (kt),World,1991,22522.714,
CO2 emissions (kt),World,1992,22229.354,
CO2 emissions (kt),World,1993,22434.706,
CO2 emissions (kt),World,1994,22603.388,
CO2 emissions (kt),World,1995,23109.434,
CO2 emissions (kt),World,1996,23692.487,
CO2 emissions (kt),World,1997,23952.844,
CO2 emissions (kt),World,1998,23938.176,
CO2 emissions (kt),World,1999,24282.874,
CO2 emissions (kt),World,2000,24935.6,
CO2 emissions (kt),World,2001,25085.947,
CO2 emissions (kt),World,2002,25694.669,
CO2 emissions (kt),World,2003,27113.798,
CO2 emissions (kt),World,2004,28356.911,
CO2 emissions (kt),World,2005,29508.349,
CO2 emissions (kt),World,2006,30513.107,
CO2 emissions (kt),World,2007,31033.821,
CO2 emissions (kt),World,2008,32119.253,
CO2 emissions (kt),World,2009,31272.176,
CO2 emissions (kt),World,2010,33443.04,
CO2 emissions (kt),World,2011,34539.473,
CO2 emissions (kt),World,2012,35305.876,
CO2 emissions (kt),World,2013,35745.916,
CO2 emissions (kt),World,2014,35841.258,
CO2 emissions (kt),World,2015,35976.937,
CO2 emissions (kt),World,2016,35998.939,
CO2 emissions (kt),World,2017,NA,
CO2 emissions (kt),World,2018,NA,
CO2 emissions (kt),World,2019,NA,
CO2 emissions (kt),World,2020,NA,
CO2 emissions from liquid fuel consumption (kt),China,1960,23010.425,
CO2 emissions from liquid fuel consumption (kt),China,1961,22354.032,
CO2 emissions from liquid fuel consumption (kt),China,1962,21781.98,
CO2 emissions from liquid fuel consumption (kt),China,1963,23289.117,
CO2 emissions from liquid fuel consumption (kt),China,1964,27751.856,
CO2 emissions from liquid fuel consumption (kt),China,1965,35027.184,
CO2 emissions from liquid fuel consumption (kt),China,1966,44583.386,
CO2 emissions from liquid fuel consumption (kt),China,1967,42533.533,
CO2 emissions from liquid fuel consumption (kt),China,1968,48690.426,
CO2 emissions from liquid fuel consumption (kt),China,1969,66904.415,
CO2 emissions from liquid fuel consumption (kt),China,1970,94722.277,
CO2 emissions from liquid fuel consumption (kt),China,1971,120189.592,
CO2 emissions from liquid fuel consumption (kt),China,1972,138440.251,
CO2 emissions from liquid fuel consumption (kt),China,1973,158949.782,
CO2 emissions from liquid fuel consumption (kt),China,1974,182722.943,
CO2 emissions from liquid fuel consumption (kt),China,1975,204358.243,
CO2 emissions from liquid fuel consumption (kt),China,1976,239180.075,
CO2 emissions from liquid fuel consumption (kt),China,1977,257694.758,
CO2 emissions from liquid fuel consumption (kt),China,1978,282223.321,
CO2 emissions from liquid fuel consumption (kt),China,1979,278655.33,
CO2 emissions from liquid fuel consumption (kt),China,1980,273426.188,
CO2 emissions from liquid fuel consumption (kt),China,1981,256583.657,
CO2 emissions from liquid fuel consumption (kt),China,1982,258021.121,
CO2 emissions from liquid fuel consumption (kt),China,1983,263987.33,
CO2 emissions from liquid fuel consumption (kt),China,1984,271673.362,
CO2 emissions from liquid fuel consumption (kt),China,1985,284826.891,
CO2 emissions from liquid fuel consumption (kt),China,1986,303315.905,
CO2 emissions from liquid fuel consumption (kt),China,1987,321786.584,
CO2 emissions from liquid fuel consumption (kt),China,1988,343410.883,
CO2 emissions from liquid fuel consumption (kt),China,1989,354730.912,
CO2 emissions from liquid fuel consumption (kt),China,1990,330561.715,
CO2 emissions from liquid fuel consumption (kt),China,1991,356318.723,
CO2 emissions from liquid fuel consumption (kt),China,1992,386109.431,
CO2 emissions from liquid fuel consumption (kt),China,1993,428899.654,
CO2 emissions from liquid fuel consumption (kt),China,1994,424059.214,
CO2 emissions from liquid fuel consumption (kt),China,1995,468613.264,
CO2 emissions from liquid fuel consumption (kt),China,1996,511040.454,
CO2 emissions from liquid fuel consumption (kt),China,1997,558418.094,
CO2 emissions from liquid fuel consumption (kt),China,1998,559719.879,
CO2 emissions from liquid fuel consumption (kt),China,1999,597240.623,
CO2 emissions from liquid fuel consumption (kt),China,2000,649216.681,
CO2 emissions from liquid fuel consumption (kt),China,2001,659839.98,
CO2 emissions from liquid fuel consumption (kt),China,2002,653620.748,
CO2 emissions from liquid fuel consumption (kt),China,2003,727694.148,
CO2 emissions from liquid fuel consumption (kt),China,2004,839779.67,
CO2 emissions from liquid fuel consumption (kt),China,2005,850868.678,
CO2 emissions from liquid fuel consumption (kt),China,2006,899269.411,
